"StartDate","Count","Class"
"01-01","1","L"
"01-06","4","M"
"01-11","3","L"
"01-16","3","L"
"01-21","1","L"
"01-26","2","L"
"01-31","3","L"
"02-05","4","M"
"02-10","4","M"
"02-15","6","M"
"02-20","4","M"
"02-25","2","L"
"03-02","1","L"
"03-07","1","L"
"03-12","3","L"
"03-17","1","L"
"03-22","1","L"
"03-27","1","L"
"04-01","1","L"
"04-06","0","L"
"04-11","1","L"
"04-16","1","L"
"04-21","1","L"
"04-26","1","L"
"05-01","2","L"
"05-06","2","L"
"05-11","0","L"
"05-16","0","L"
"05-21","0","L"
"05-26","2","L"
"05-31","0","L"
"06-05","0","L"
"06-10","2","L"
"06-15","2","L"
"06-20","1","L"
"06-25","1","L"
"06-30","0","L"
"07-05","0","L"
"07-10","0","L"
"07-15","0","L"
"07-20","0","L"
"07-25","0","L"
"07-30","0","L"
"08-04","0","L"
"08-09","0","L"
"08-14","0","L"
"08-19","0","L"
"08-24","1","L"
"08-29","1","L"
"09-03","2","L"
"09-08","1","L"
"09-13","2","L"
"09-18","1","L"
"09-23","2","L"
"09-28","3","L"
"10-03","2","L"
"10-08","1","L"
"10-13","2","L"
"10-18","3","L"
"10-23","2","L"
"10-28","3","L"
"11-02","2","L"
"11-07","1","L"
"11-12","2","L"
"11-17","4","M"
"11-22","3","L"
"11-27","1","L"
"12-02","0","L"
