"StartDate","Count","Class"
"01-01","1","L"
"01-06","1","L"
"01-11","0","L"
"01-16","0","L"
"01-21","0","L"
"01-26","2","L"
"01-31","4","M"
"02-05","1","L"
"02-10","3","L"
"02-15","3","L"
"02-20","1","L"
"02-25","0","L"
"03-02","2","L"
"03-07","2","L"
"03-12","1","L"
"03-17","2","L"
"03-22","2","L"
"03-27","0","L"
"04-01","0","L"
"04-06","0","L"
"04-11","1","L"
"04-16","1","L"
"04-21","1","L"
"04-26","0","L"
"05-01","2","L"
"05-06","1","L"
"05-11","2","L"
"05-16","1","L"
"05-21","2","L"
"05-26","2","L"
"05-31","1","L"
"06-05","2","L"
"06-10","2","L"
"06-15","1","L"
"06-20","2","L"
"06-25","0","L"
"06-30","1","L"
"07-05","0","L"
"07-10","0","L"
"07-15","0","L"
"07-20","1","L"
"07-25","3","L"
"07-30","2","L"
"08-04","1","L"
"08-09","2","L"
"08-14","1","L"
"08-19","1","L"
"08-24","3","L"
"08-29","3","L"
"09-03","4","M"
"09-08","2","L"
"09-13","2","L"
"09-18","3","L"
"09-23","2","L"
"09-28","2","L"
"10-03","1","L"
"10-08","1","L"
"10-13","2","L"
"10-18","1","L"
"10-23","1","L"
"10-28","2","L"
"11-02","2","L"
"11-07","1","L"
"11-12","1","L"
"11-17","2","L"
"11-22","2","L"
"11-27","3","L"
"12-02","2","L"
