"StartDate","Count","Class"
"01-01","7","H"
"01-06","7","H"
"01-11","8","H"
"01-16","7","H"
"01-21","8","H"
"01-26","9","H"
"01-31","10","H"
"02-05","10","H"
"02-10","9","H"
"02-15","8","H"
"02-20","8","H"
"02-25","9","H"
"03-02","10","H"
"03-07","9","H"
"03-12","9","H"
"03-17","9","H"
"03-22","6","M"
"03-27","6","M"
"04-01","6","M"
"04-06","5","M"
"04-11","5","M"
"04-16","7","H"
"04-21","7","H"
"04-26","5","M"
"05-01","2","L"
"05-06","1","L"
"05-11","0","L"
"05-16","0","L"
"05-21","2","L"
"05-26","0","L"
"05-31","0","L"
"06-05","0","L"
"06-10","0","L"
"06-15","3","L"
"06-20","1","L"
"06-25","1","L"
"06-30","1","L"
"07-05","0","L"
"07-10","0","L"
"07-15","0","L"
"07-20","0","L"
"07-25","0","L"
"07-30","0","L"
"08-04","0","L"
"08-09","0","L"
"08-14","1","L"
"08-19","1","L"
"08-24","0","L"
"08-29","0","L"
"09-03","0","L"
"09-08","1","L"
"09-13","3","L"
"09-18","4","M"
"09-23","5","M"
"09-28","7","H"
"10-03","6","M"
"10-08","7","H"
"10-13","7","H"
"10-18","6","M"
"10-23","6","M"
"10-28","6","M"
"11-02","9","H"
"11-07","7","H"
"11-12","8","H"
"11-17","9","H"
"11-22","7","H"
"11-27","9","H"
"12-02","8","H"
