"StartDate","Count","Class"
"01-01","1","L"
"01-06","1","L"
"01-11","1","L"
"01-16","0","L"
"01-21","0","L"
"01-26","1","L"
"01-31","0","L"
"02-05","1","L"
"02-10","3","L"
"02-15","3","L"
"02-20","5","M"
"02-25","7","H"
"03-02","5","M"
"03-07","4","M"
"03-12","4","M"
"03-17","4","M"
"03-22","4","M"
"03-27","4","M"
"04-01","6","M"
"04-06","7","H"
"04-11","5","M"
"04-16","5","M"
"04-21","5","M"
"04-26","4","M"
"05-01","5","M"
"05-06","3","L"
"05-11","2","L"
"05-16","2","L"
"05-21","1","L"
"05-26","2","L"
"05-31","1","L"
"06-05","2","L"
"06-10","0","L"
"06-15","0","L"
"06-20","0","L"
"06-25","0","L"
"06-30","1","L"
"07-05","1","L"
"07-10","1","L"
"07-15","0","L"
"07-20","1","L"
"07-25","1","L"
"07-30","1","L"
"08-04","4","M"
"08-09","1","L"
"08-14","1","L"
"08-19","1","L"
"08-24","1","L"
"08-29","0","L"
"09-03","1","L"
"09-08","1","L"
"09-13","2","L"
"09-18","2","L"
"09-23","2","L"
"09-28","3","L"
"10-03","3","L"
"10-08","3","L"
"10-13","4","M"
"10-18","3","L"
"10-23","2","L"
"10-28","1","L"
"11-02","1","L"
"11-07","1","L"
"11-12","2","L"
"11-17","3","L"
"11-22","1","L"
"11-27","1","L"
"12-02","3","L"
